"soilseriesiid","soilseriesname","soilseriesstatus","benchmarksoilflag","statsgoflag","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxminalogy","taxceactcl","taxreaction","taxtempcl","mlraoffice","areasymbol","areaname","areatypename","originyear","establishedyear","soiltaxclasslastupdated"
1473,"CHILOJO","Inactive",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Ustic Haplargids","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",2002,NA,2005
1474,"CHILOQUIN","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID OXYAQUIC VITRANDIC HAPLOXEREPTS","Inceptisols","Xerepts","Haploxerepts","Oxyaquic Vitrandic Haploxerepts","fine-loamy",NA,"mixed","superactive",NA,"frigid","davis, ca","OR","Oregon","State or Territory",NA,1977,2005
1475,"CHILOQUINOT","Tentative",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, FRIGID AQUIC CUMULIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Aquic Cumulic Haploxerolls","fine-silty",NA,"mixed","superactive",NA,"frigid","davis, ca","OR","Oregon","State or Territory",2005,NA,2005
1476,"CHILPER","Established",FALSE,TRUE,"CLAYEY OVER LOAMY-SKELETAL, SMECTITIC OVER MIXED, SUPERACTIVE, MESIC DURINODIC NATRARGIDS","Aridisols","Argids","Natrargids","Durinodic Natrargids","clayey over loamy-skeletal",NA,"smectitic over mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1982,1986,1998
1477,"CHILSON","Established",FALSE,FALSE,"CLAYEY, MIXED, SUPERACTIVE, FRIGID LITHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Lithic Argiustolls","clayey",NA,"mixed","superactive",NA,"frigid","davis, ca","AZ","Arizona","State or Territory",NA,1971,2000
1478,"CHILTON","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, CALCAREOUS, MESIC USTIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Ustic Torriorthents","loamy-skeletal",NA,"mixed","superactive","calcareous","mesic","davis, ca","NM","New Mexico","State or Territory",NA,1972,2006
1479,"CHILTOSKIE","Established",FALSE,FALSE,"FINE-LOAMY, ISOTIC, FRIGID HUMIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Humic Dystrudepts","fine-loamy",NA,"isotic",NA,NA,"frigid","auburn, al","NC","North Carolina","State or Territory",2001,2006,2011
1480,"CHIMAYO","Established",FALSE,TRUE,"FRAGMENTAL, MIXED, MESIC ARIDIC LITHIC USTORTHENTS","Entisols","Orthents","Ustorthents","Aridic Lithic Ustorthents","fragmental",NA,"mixed",NA,NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",NA,1970,2007
1481,"CHIME","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC DURINODIC XERIC HAPLARGIDS","Aridisols","Argids","Haplargids","Durinodic Xeric Haplargids","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1981,1986,2003
1482,"CHIMENEA","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, THERMIC, SHALLOW TYPIC HAPLARGIDS","Aridisols","Argids","Haplargids","Typic Haplargids","loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",1975,1986,2003
1483,"CHIMINET","Established",FALSE,FALSE,"ASHY, GLASSY, NONACID, MESIC, SHALLOW VITRITORRANDIC USTORTHENTS","Entisols","Orthents","Ustorthents","Vitritorrandic Ustorthents","ashy",NA,"glassy",NA,"nonacid","mesic","bozeman, mt","NM","New Mexico","State or Territory",1989,1989,2006
1484,"CHIMNEY","Established",FALSE,TRUE,"MIXED, MESIC TYPIC XEROPSAMMENTS","Entisols","Psamments","Xeropsamments","Typic Xeropsamments",NA,NA,"mixed",NA,NA,"mesic","davis, ca","CA","California","State or Territory",1985,2000,2004
1485,"CHIMNEYROCK","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC ULTIC HAPLOXERALFS","Alfisols","Xeralfs","Haploxeralfs","Ultic Haploxeralfs","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","OR","Oregon","State or Territory",1992,1994,2005
1486,"CHIMROCK","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, ACTIVE, MESIC TYPIC ARGIGYPSIDS","Aridisols","Gypsids","Argigypsids","Typic Argigypsids","fine-loamy",NA,"mixed","active",NA,"mesic","davis, ca","CO","Colorado","State or Territory",2001,2005,2005
1487,"CHINA","Established",FALSE,FALSE,"FINE, SMECTITIC, HYPERTHERMIC OXYAQUIC DYSTRUDERTS","Vertisols","Uderts","Dystruderts","Oxyaquic Dystruderts","fine",NA,"smectitic",NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",1990,1996,1997
1488,"CHINABUTTE","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC LITHIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Lithic Argixerolls","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","ID","Idaho","State or Territory",1987,1992,1998
1489,"CHINACAMP","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC HAPLIC PALEXERALFS","Alfisols","Xeralfs","Palexeralfs","Haplic Palexeralfs","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",2002,2005,2006
1491,"CHINAPOINT","Established",FALSE,TRUE,"FINE, SMECTITIC, THERMIC SODIC HAPLOXERERTS","Vertisols","Xererts","Haploxererts","Sodic Haploxererts","fine",NA,"smectitic",NA,NA,"thermic","davis, ca","CA","California","State or Territory",1982,2008,2025
1492,"CHINARISE","Established",FALSE,FALSE,"ASHY, GLASSY, FRIGID VITRANDIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Vitrandic Haploxerolls","ashy",NA,"glassy",NA,NA,"frigid","davis, ca","OR","Oregon","State or Territory",1998,2006,2007
1493,"CHINASPRINGS","Established",FALSE,FALSE,"ASHY, GLASSY, FRIGID VITRANDIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Vitrandic Argiustolls","ashy",NA,"glassy",NA,NA,"frigid","bozeman, mt","MT","Montana","State or Territory",2006,2007,2007
24841,"CHINATI","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC, SHALLOW PETROCALCIC PALEUSTOLLS","Mollisols","Ustolls","Paleustolls","Petrocalcic Paleustolls","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","TX","Texas","State or Territory",2010,2012,2012
1494,"CHINATOWN","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID ARIDIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Aridic Haplustalfs","fine-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","MT","Montana","State or Territory",2008,2011,2012
1495,"CHINCAP","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID TYPIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Typic Haplustolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","WY","Wyoming","State or Territory",1985,1985,2001
1496,"CHINCHALLO","Tentative",FALSE,TRUE,"LOAMY OVER ASHY OR ASHY-PUMICEOUS, MIXED OVER GLASSY, SUPERACTIVE, NONACID TYPIC CRYAQUENTS","Entisols","Aquents","Cryaquents","Typic Cryaquents","loamy over ashy or ashy-pumiceous",NA,"mixed over glassy","superactive","nonacid",NA,"bozeman, mt","OR","Oregon","State or Territory",1955,NA,2005
1497,"CHINCHIN","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, MESIC LITHIC CALCIARGIDS","Aridisols","Argids","Calciargids","Lithic Calciargids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","UT","Utah","State or Territory",2001,2004,2004
1498,"CHINCOTEAGUE","Established",FALSE,TRUE,"FINE-SILTY, MIXED, ACTIVE, NONACID, THERMIC TYPIC SULFAQUENTS","Entisols","Aquents","Sulfaquents","Typic Sulfaquents","fine-silty",NA,"mixed","active","nonacid","thermic","auburn, al","VA","Virginia","State or Territory",1983,1985,2002
1499,"CHINDE","Established",FALSE,FALSE,"FINE, MIXED, ACTIVE, MESIC LEPTIC HAPLOGYPSIDS","Aridisols","Gypsids","Haplogypsids","Leptic Haplogypsids","fine",NA,"mixed","active",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",1986,1993,2003
1500,"CHINEN","Established",FALSE,FALSE,"CLAYEY, PARASESQUIC, ISOHYPERTHERMIC LITHIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","clayey",NA,"parasesquic",NA,NA,"isohyperthermic","davis, ca","MP","Northern Mariana Islands","State or Territory",NA,1986,2006
1501,"CHINHILL","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID PACHIC CALCIXEROLLS","Mollisols","Xerolls","Calcixerolls","Pachic Calcixerolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1989,2008,2008
1502,"CHINIAK","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED OXYAQUIC CRYORTHENTS","Entisols","Orthents","Cryorthents","Oxyaquic Cryorthents","sandy-skeletal",NA,"mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",NA,1959,2024
1503,"CHINKLE","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, CALCAREOUS, THERMIC, SHALLOW TYPIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Typic Torriorthents","loamy",NA,"mixed","superactive","calcareous","thermic","davis, ca","NV","Nevada","State or Territory",1992,1992,1997
1504,"CHINKMIN","Established",FALSE,TRUE,"MEDIAL-SKELETAL, AMORPHIC ANDIC DURICRYODS","Spodosols","Cryods","Duricryods","Andic Duricryods","medial-skeletal",NA,"amorphic",NA,NA,NA,"bozeman, mt","WA","Washington","State or Territory",NA,1986,2001
122,"CHINLINI","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC PETROCALCIC PALEUSTALFS","Alfisols","Ustalfs","Paleustalfs","Petrocalcic Paleustalfs","fine-silty",NA,"mixed","superactive",NA,"mesic","davis, ca","AZ","Arizona","State or Territory",1992,1993,2006
29931,"CHINMOE","Tentative",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, MESIC ARIDIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Aridic Haplustalfs","fine",NA,"mixed","superactive",NA,"mesic","davis, ca","UT","Utah","State or Territory",2022,NA,2022
1505,"CHINO","Established",TRUE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC AQUIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Aquic Haploxerolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",NA,1915,1997
1506,"CHINOOK","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID ARIDIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Aridic Haplustolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","MT","Montana","State or Territory",NA,1970,1998
1507,"CHINTIMINI","Established",FALSE,FALSE,"LOAMY-SKELETAL, ISOTIC, FRIGID ANDIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Andic Dystrudepts","loamy-skeletal",NA,"isotic",NA,NA,"frigid","bozeman, mt","OR","Oregon","State or Territory",2000,2004,2004
1508,"CHINVAR","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC AQUIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Aquic Haploxerolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",NA,1984,2003
1509,"CHINWHISKER","Established",FALSE,FALSE,"SANDY, MIXED, FRIGID LAMELLIC OXYAQUIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Lamellic Oxyaquic Haplorthods","sandy",NA,"mixed",NA,NA,"frigid","morgantown, wv","MI","Michigan","State or Territory",1992,1993,2021
1510,"CHIPENDALE","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, MESIC LEPTIC HAPLOGYPSIDS","Aridisols","Gypsids","Haplogypsids","Leptic Haplogypsids","fine",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WY","Wyoming","State or Territory",1983,1985,1999
1511,"CHIPENHILL","Established",FALSE,FALSE,"CLAYEY, MIXED, SUPERACTIVE, CALCAREOUS, MESIC, SHALLOW TYPIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Typic Torriorthents","clayey",NA,"mixed","superactive","calcareous","mesic","bozeman, mt","WY","Wyoming","State or Territory",1984,1985,2003
1512,"CHIPETA","Established",TRUE,TRUE,"CLAYEY, MIXED, ACTIVE, CALCAREOUS, MESIC, SHALLOW TYPIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Typic Torriorthents","clayey",NA,"mixed","active","calcareous","mesic","davis, ca","UT","Utah","State or Territory",NA,1910,1998
1513,"CHIPLEY","Established",FALSE,TRUE,"THERMIC, COATED AQUIC QUARTZIPSAMMENTS","Entisols","Psamments","Quartzipsamments","Aquic Quartzipsamments",NA,NA,NA,NA,NA,"thermic","auburn, al","FL","Florida","State or Territory",NA,1969,1998
1514,"CHIPMAN","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC TYPIC CALCIAQUOLLS","Mollisols","Aquolls","Calciaquolls","Typic Calciaquolls","fine-silty",NA,"mixed","superactive",NA,"mesic","davis, ca","UT","Utah","State or Territory",NA,1971,1998
1515,"CHIPOLA","Established",FALSE,TRUE,"LOAMY, KAOLINITIC, THERMIC ARENIC KANHAPLUDULTS","Ultisols","Udults","Kanhapludults","Arenic Kanhapludults","loamy",NA,"kaolinitic",NA,NA,"thermic","auburn, al","FL","Florida","State or Territory",NA,1977,1998
1516,"CHIPOTLE","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED, THERMIC USTIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Ustic Torrifluvents","sandy-skeletal",NA,"mixed",NA,NA,"thermic","davis, ca","NM","New Mexico","State or Territory",1999,2001,2012
1517,"CHIPPENY","Established",FALSE,TRUE,"EUIC, FRIGID LITHIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Lithic Haplosaprists",NA,NA,NA,NA,"euic","frigid","salina, ks","MI","Michigan","State or Territory",NA,1969,2021
1518,"CHIPPEWA","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, MESIC TYPIC FRAGIAQUEPTS","Inceptisols","Aquepts","Fragiaquepts","Typic Fragiaquepts","fine-loamy",NA,"mixed","active",NA,"mesic","morgantown, wv","NY","New York","State or Territory",NA,1920,2008
1519,"CHIPPEWA HARBOR","Tentative",FALSE,FALSE,"COARSE-LOAMY, ISOTIC, FRIGID FRAGIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Fragic Haplorthods","coarse-loamy",NA,"isotic",NA,NA,"frigid","salina, ks","MI","Michigan","State or Territory",2006,NA,2009
29255,"CHIPPY","Tentative",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE XERIC ARGICRYOLLS","Mollisols","Cryolls","Argicryolls","Xeric Argicryolls","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","ID","Idaho","State or Territory",2017,NA,2017
29118,"CHIPS","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE CALCIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Calcic Haplocryolls","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","ID","Idaho","State or Territory",2016,2018,2018
29337,"CHIQUITA","Tentative",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC CALCIDIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Calcidic Haplustalfs","fine-loamy",NA,"mixed","superactive",NA,"thermic","temple, tx","OK","Oklahoma","State or Territory",2008,NA,2017
1520,"CHIQUITO","Established",FALSE,FALSE,"CLAYEY-SKELETAL, MIXED, ACTIVE, ISOTHERMIC LITHIC EUTRUDEPTS","Inceptisols","Udepts","Eutrudepts","Lithic Eutrudepts","clayey-skeletal",NA,"mixed","active",NA,"isothermic","auburn, al","PR","Puerto Rico","State or Territory",2007,2007,2008
1521,"CHIRENO","Established",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, THERMIC PACHIC ARGIUDOLLS","Mollisols","Udolls","Argiudolls","Pachic Argiudolls","fine",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1976,2003
1522,"CHIRICAHUA","Established",FALSE,TRUE,"CLAYEY, MIXED, SUPERACTIVE, THERMIC, SHALLOW USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Ustic Haplargids","clayey",NA,"mixed","superactive",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",NA,1936,1997
29744,"CHIROSKEY","Established",FALSE,FALSE,"LOAMY-SKELETAL, ISOTIC ANDIC HUMICRYEPTS","Inceptisols","Cryepts","Humicryepts","Andic Humicryepts","loamy-skeletal",NA,"isotic",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2020,2021,2021
1523,"CHIRPCHATTER","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC ULTIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Ultic Argixerolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",1984,1994,2004
30137,"CHISANA","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, NONACID, SUBGELIC TYPIC HISTORTHELS","Gelisols","Orthels","Historthels","Typic Historthels","fine-loamy",NA,"mixed","superactive","nonacid","subgelic",NA,"AK","Alaska","State or Territory",2024,2024,2025
1524,"CHISCA","Established",FALSE,TRUE,"VERY-FINE, SMECTITIC, THERMIC VERTIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Vertic Hapludalfs","very-fine",NA,"smectitic",NA,NA,"thermic","auburn, al","AL","Alabama","State or Territory",1981,1986,2001
1525,"CHISMORE","Established",FALSE,TRUE,"FINE, ISOTIC, MESIC AQUIC PALEHUMULTS","Ultisols","Humults","Palehumults","Aquic Palehumults","fine",NA,"isotic",NA,NA,"mesic","bozeman, mt","OR","Oregon","State or Territory",1981,1984,2000
30138,"CHISNA","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, NONACID, SUBGELIC TURBIC HUMIGELEPTS","Inceptisols","Gelepts","Humigelepts","Turbic Humigelepts","coarse-loamy",NA,"mixed","superactive","nonacid","subgelic",NA,"AK","Alaska","State or Territory",2024,2024,2025
1526,"CHISOLM","Established",FALSE,TRUE,"LOAMY, SILICEOUS, SEMIACTIVE, THERMIC ARENIC HAPLUDULTS","Ultisols","Udults","Hapludults","Arenic Hapludults","loamy",NA,"siliceous","semiactive",NA,"thermic","auburn, al","SC","South Carolina","State or Territory",NA,1975,1999
1527,"CHISPA","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","TX","Texas","State or Territory",NA,1971,2004
29359,"CHISSOVUN","Established",FALSE,FALSE,"COARSE-SILTY, MIXED, SUPERACTIVE, NONACID, SUBGELIC TYPIC HISTOTURBELS","Gelisols","Turbels","Histoturbels","Typic Histoturbels","coarse-silty",NA,"mixed","superactive","nonacid","subgelic","wasilla, AK","AK","Alaska","State or Territory",2017,2020,2020
1528,"CHISTNA","Established",FALSE,FALSE,"SANDY, MIXED TYPIC HAPLOCRYEPTS","Inceptisols","Cryepts","Haplocryepts","Typic Haplocryepts","sandy",NA,"mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",1993,1999,2008
1529,"CHISTOCHINA","Established",FALSE,FALSE,"SANDY, MIXED TYPIC HAPLOCRYEPTS","Inceptisols","Cryepts","Haplocryepts","Typic Haplocryepts","sandy",NA,"mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",1984,1986,2019
1530,"CHISWELL","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, ACTIVE, MESIC, SHALLOW TYPIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal",NA,"mixed","active",NA,"mesic","auburn, al","VA","Virginia","State or Territory",1986,1989,2002
1531,"CHITA","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC ARIDIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Aridic Haplustalfs","fine-silty",NA,"mixed","superactive",NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",1986,1989,2003
1532,"CHITINA","Established",FALSE,FALSE,"COARSE-SILTY, MIXED, SUPERACTIVE CUMULIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Cumulic Haplocryolls","coarse-silty",NA,"mixed","superactive",NA,NA,"wasilla, AK","AK","Alaska","State or Territory",1962,1991,2002
1533,"CHITTENDEN","Inactive",FALSE,FALSE,"COARSE-LOAMY, MIXED, MESIC AQUENTIC FRAGIORTHODS","Spodosols","Orthods","Fragiorthods","Aquentic Fragiorthods","coarse-loamy",NA,"mixed",NA,NA,"mesic",NA,"VT","Vermont","State or Territory",NA,NA,1987
1534,"CHITTUM","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE LITHIC ARGICRYOLLS","Mollisols","Cryolls","Argicryolls","Lithic Argicryolls","loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","WY","Wyoming","State or Territory",NA,1976,2004
1535,"CHITWHIN","Established",FALSE,FALSE,"MEDIAL OVER LOAMY, FERRIHYDRITIC OVER ISOTIC, ISOMESIC AQUIC FULVUDANDS","Andisols","Udands","Fulvudands","Aquic Fulvudands","medial over loamy",NA,"ferrihydritic over isotic",NA,NA,"isomesic","bozeman, mt","WA","Washington","State or Territory",2004,2007,2007
1536,"CHITWOOD","Established",FALSE,FALSE,"FINE, ISOTIC, ISOMESIC AQUANDIC HUMUDEPTS","Inceptisols","Udepts","Humudepts","Aquandic Humudepts","fine",NA,"isotic",NA,NA,"isomesic","bozeman, mt","OR","Oregon","State or Territory",NA,1961,2011
1537,"CHIVATO","Established",FALSE,FALSE,"FINE, MIXED, ACTIVE, FRIGID TYPIC HAPLUSTERTS","Vertisols","Usterts","Haplusterts","Typic Haplusterts","fine",NA,"mixed","active",NA,"frigid","davis, ca","NM","New Mexico","State or Territory",NA,1940,2006
1538,"CHIVERS","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID OXYAQUIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Oxyaquic Argiustolls","fine-loamy",NA,"mixed","superactive",NA,"frigid","davis, ca","UT","Utah","State or Territory",1996,1998,1998
123,"CHIVINGTON","Established",FALSE,FALSE,"FINE, SMECTITIC, FRIGID PACHIC PALEUSTOLLS","Mollisols","Ustolls","Paleustolls","Pachic Paleustolls","fine",NA,"smectitic",NA,NA,"frigid","bozeman, mt","WY","Wyoming","State or Territory",1991,1996,2012
1539,"CHIWAUKUM","Established",FALSE,TRUE,"MEDIAL OVER LOAMY-SKELETAL, AMORPHIC OVER ISOTIC ANDIC HAPLOCRYODS","Spodosols","Cryods","Haplocryods","Andic Haplocryods","medial over loamy-skeletal",NA,"amorphic over isotic",NA,NA,NA,"bozeman, mt","WA","Washington","State or Territory",1983,1995,2002
1540,"CHIWAWA","Established",FALSE,FALSE,"ASHY, GLASSY, FRIGID TYPIC VITRIXERANDS","Andisols","Xerands","Vitrixerands","Typic Vitrixerands","ashy",NA,"glassy",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",NA,1969,2000
1541,"CHO","Established",FALSE,TRUE,"LOAMY, CARBONATIC, THERMIC, SHALLOW PETROCALCIC CALCIUSTOLLS","Mollisols","Ustolls","Calciustolls","Petrocalcic Calciustolls","loamy",NA,"carbonatic",NA,NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1970,2006
1542,"CHOATES","Established",FALSE,TRUE,"LOAMY, SILICEOUS, SEMIACTIVE, THERMIC ARENIC PLINTHAQUIC PALEUDULTS","Ultisols","Udults","Paleudults","Arenic Plinthaquic Paleudults","loamy",NA,"siliceous","semiactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",1982,1944,2001
1543,"CHOBEE","Established",FALSE,TRUE,"FINE-LOAMY, SILICEOUS, SUPERACTIVE, HYPERTHERMIC TYPIC ARGIAQUOLLS","Mollisols","Aquolls","Argiaquolls","Typic Argiaquolls","fine-loamy",NA,"siliceous","superactive",NA,"hyperthermic","auburn, al","FL","Florida","State or Territory",NA,1970,2001
1544,"CHOCCOLOCCO","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SEMIACTIVE, THERMIC TYPIC HAPLUDULTS","Ultisols","Udults","Hapludults","Typic Hapludults","fine-silty",NA,"mixed","semiactive",NA,"thermic","auburn, al","AL","Alabama","State or Territory",NA,1969,2007
1545,"CHOCHOCO","Tentative",FALSE,FALSE,"ASHY OVER LOAMY-SKELETAL, GLASSY OVER ISOTIC HUMIC XERIC VITRICRYANDS","Andisols","Cryands","Vitricryands","Humic Xeric Vitricryands","ashy over loamy-skeletal",NA,"glassy over isotic",NA,NA,NA,"bozeman, mt","OR","Oregon","State or Territory",2007,NA,2013
1546,"CHOCK","Established",FALSE,TRUE,"ASHY, GLASSY, NONACID TYPIC CRYAQUANDS","Andisols","Aquands","Cryaquands","Typic Cryaquands","ashy",NA,"glassy",NA,"nonacid",NA,"bozeman, mt","OR","Oregon","State or Territory",NA,1977,1999
1547,"CHOCKNOTT","Tentative",FALSE,FALSE,"ASHY, GLASSY, NONACID TYPIC CRYAQUANDS","Andisols","Aquands","Cryaquands","Typic Cryaquands","ashy",NA,"glassy",NA,"nonacid",NA,"bozeman, mt","OR","Oregon","State or Territory",2001,NA,2001
1548,"CHOCKTOOT","Established",FALSE,TRUE,"LOAMY-SKELETAL, ISOTIC VITRANDIC ARGICRYOLLS","Mollisols","Cryolls","Argicryolls","Vitrandic Argicryolls","loamy-skeletal",NA,"isotic",NA,NA,NA,"davis, ca","OR","Oregon","State or Territory",1990,1991,2001
1549,"CHOCOLAY","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID OXYAQUIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Oxyaquic Haplorthods","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","salina, ks","MI","Michigan","State or Territory",1996,1998,2001
1550,"CHOCORUA","Established",FALSE,TRUE,"SANDY OR SANDY-SKELETAL, MIXED, DYSIC, FRIGID TERRIC HAPLOHEMISTS","Histosols","Hemists","Haplohemists","Terric Haplohemists","sandy or sandy-skeletal",NA,"mixed",NA,"dysic","frigid","morgantown, wv","NH","New Hampshire","State or Territory",NA,1974,2000
