"soilseriesiid","soilseriesname","soilseriesstatus","benchmarksoilflag","statsgoflag","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxminalogy","taxceactcl","taxreaction","taxtempcl","mlraoffice","areasymbol","areaname","areatypename","originyear","establishedyear","soiltaxclasslastupdated"
1552,"CHOICE","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, CALCAREOUS, THERMIC TYPIC XERORTHENTS","Entisols","Orthents","Xerorthents","Typic Xerorthents","fine",NA,"mixed","superactive","calcareous","thermic","davis, ca","CA","California","State or Territory",NA,1982,1999
1553,"CHOKE","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, HYPERTHERMIC ARIDIC CALCIUSTOLLS","Mollisols","Ustolls","Calciustolls","Aridic Calciustolls","fine-silty",NA,"mixed","superactive",NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",1992,1997,2010
1554,"CHOKECHERRY","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE LITHIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Lithic Haplocryolls","loamy-skeletal",NA,"mixed","superactive",NA,NA,"bozeman, mt","ID","Idaho","State or Territory",2002,2008,2008
1555,"CHOLLAWELL","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, THERMIC XERIC HAPLARGIDS","Aridisols","Argids","Haplargids","Xeric Haplargids","coarse-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1990,2005,2005
29365,"CHOONJIK","Established",FALSE,FALSE,"COARSE-SILTY, MIXED, SUPERACTIVE TYPIC CALCICRYEPTS","Inceptisols","Cryepts","Calcicryepts","Typic Calcicryepts","coarse-silty",NA,"mixed","superactive",NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2017,2020,2020
1556,"CHOOP","Established",FALSE,TRUE,"SANDY-SKELETAL, MIXED, MESIC, SHALLOW TYPIC XERORTHENTS","Entisols","Orthents","Xerorthents","Typic Xerorthents","sandy-skeletal",NA,"mixed",NA,NA,"mesic","davis, ca","CA","California","State or Territory",1985,1990,1997
1557,"CHOPTANK","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MD","Maryland","State or Territory",NA,NA,1987
1558,"CHOPTIE","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, FRIGID LITHIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Lithic Haploxerolls","loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","OR","Oregon","State or Territory",NA,1975,2003
1559,"CHORALMONT","Established",FALSE,TRUE,"ASHY-PUMICEOUS, GLASSY, FRIGID TYPIC VITRIXERANDS","Andisols","Xerands","Vitrixerands","Typic Vitrixerands","ashy-pumiceous",NA,"glassy",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",NA,1971,2001
1560,"CHORRO","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, ACTIVE, THERMIC SODIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Sodic Ustic Haplocalcids","fine-loamy",NA,"mixed","active",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",1998,1998,1998
1561,"CHOSKA","Established",FALSE,TRUE,"COARSE-SILTY, MIXED, ACTIVE, THERMIC FLUVENTIC HAPLUDOLLS","Mollisols","Udolls","Hapludolls","Fluventic Hapludolls","coarse-silty",NA,"mixed","active",NA,"thermic","salina, ks","OK","Oklahoma","State or Territory",NA,1972,2021
1562,"CHOTEAU","Established",FALSE,TRUE,"FINE, MIXED, ACTIVE, THERMIC AQUIC PALEUDOLLS","Mollisols","Udolls","Paleudolls","Aquic Paleudolls","fine",NA,"mixed","active",NA,"thermic","salina, ks","OK","Oklahoma","State or Territory",NA,1941,2000
1563,"CHOWAN","Established",FALSE,FALSE,"FINE-SILTY, MIXED, ACTIVE, NONACID, THERMIC THAPTO-HISTIC FLUVAQUENTS","Entisols","Aquents","Fluvaquents","Thapto-Histic Fluvaquents","fine-silty",NA,"mixed","active","nonacid","thermic","auburn, al","NC","North Carolina","State or Territory",NA,1982,1999
1564,"CHOWCHOW","Established",FALSE,FALSE,"LOAMY, ISOTIC, DYSIC, ISOMESIC TERRIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","loamy",NA,"isotic",NA,"dysic","isomesic","bozeman, mt","WA","Washington","State or Territory",2004,2007,2007
1565,"CHOZA","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC, SHALLOW PETROCALCIC CALCIUSTOLLS","Mollisols","Ustolls","Calciustolls","Petrocalcic Calciustolls","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","TX","Texas","State or Territory",2010,2010,2011
1566,"CHRIS","Established",FALSE,TRUE,"CLAYEY-SKELETAL, MIXED, SUPERACTIVE EUTRIC GLOSSOCRYALFS","Alfisols","Cryalfs","Glossocryalfs","Eutric Glossocryalfs","clayey-skeletal",NA,"mixed","superactive",NA,NA,"bozeman, mt","CO","Colorado","State or Territory",NA,1974,2006
1567,"CHRISFLAT","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID PACHIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Pachic Argixerolls","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","davis, ca","CA","California","State or Territory",2002,2006,2006
1568,"CHRISHALL","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID PACHIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Pachic Haplustolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","NM","New Mexico","State or Territory",1989,1989,1999
1569,"CHRISMAN","Tentative",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, CALCAREOUS, FRIGID TYPIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","fine",NA,"mixed","superactive","calcareous","frigid","bozeman, mt","WY","Wyoming","State or Territory",1980,NA,2003
1570,"CHRISTIAN","Established",FALSE,TRUE,"FINE, MIXED, SEMIACTIVE, MESIC TYPIC HAPLUDULTS","Ultisols","Udults","Hapludults","Typic Hapludults","fine",NA,"mixed","semiactive",NA,"mesic","auburn, al","KY","Kentucky","State or Territory",NA,1912,2001
1571,"CHRISTIANA","Established",TRUE,TRUE,"FINE, KAOLINITIC, MESIC AQUIC HAPLUDULTS","Ultisols","Udults","Hapludults","Aquic Hapludults","fine",NA,"kaolinitic",NA,NA,"mesic","morgantown, wv","MD","Maryland","State or Territory",NA,1940,2009
1572,"CHRISTIANBURG","Established",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, CALCAREOUS, MESIC XERIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Xeric Torrifluvents","fine",NA,"mixed","superactive","calcareous","mesic","davis, ca","UT","Utah","State or Territory",NA,1947,2003
124,"CHRISTINE","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, HYPERTHERMIC PACHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Pachic Argiustolls","fine-loamy",NA,"mixed","superactive",NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1977,2003
1573,"CHRISTOFF","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID VITRANDIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Vitrandic Hapludalfs","fine-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","WA","Washington","State or Territory",1982,1987,2001
1574,"CHRISTOPHER","Established",FALSE,FALSE,"MIXED, FRIGID DYSTRIC XEROPSAMMENTS","Entisols","Psamments","Xeropsamments","Dystric Xeropsamments",NA,NA,"mixed",NA,NA,"frigid","davis, ca","CA","California","State or Territory",2004,2007,2007
1575,"CHRISTY","Tentative",FALSE,FALSE,"FINE, SMECTITIC, FRIGID CALCIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Calcic Haploxerolls","fine",NA,"smectitic",NA,NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1940,NA,1997
1576,"CHRODER","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","CO","Colorado","State or Territory",1984,1990,1999
1577,"CHROME","Established",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, MESIC TYPIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","fine",NA,"mixed","superactive",NA,"mesic","morgantown, wv","PA","Pennsylvania","State or Territory",NA,1959,2004
1578,"CHRYSLER","Established",FALSE,TRUE,"FINE, MIXED, SEMIACTIVE, THERMIC AQUIC PALEUDULTS","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",NA,"mixed","semiactive",NA,"thermic","auburn, al","AL","Alabama","State or Territory",1980,1984,1997
1579,"CHUALAR","Established",TRUE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Typic Argixerolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",NA,1925,2003
1580,"CHUBARD","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC LITHIC XERIC HAPLARGIDS","Aridisols","Argids","Haplargids","Lithic Xeric Haplargids","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",2004,2006,2007
1581,"CHUBBFLAT","Tentative",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE AQUIC CUMULIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Aquic Cumulic Haplocryolls","fine-silty",NA,"mixed","superactive",NA,NA,"bozeman, mt","ID","Idaho","State or Territory",1993,NA,2014
1582,"CHUBBS","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE LITHIC HAPLOCRYALFS","Alfisols","Cryalfs","Haplocryalfs","Lithic Haplocryalfs","loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","CO","Colorado","State or Territory",1958,2010,2010
26167,"CHUCHUPATE","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC TYPIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Typic Haploxerolls","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",2013,2013,2013
1583,"CHUCKANUT","Established",FALSE,TRUE,"COARSE-LOAMY, ISOTIC, MESIC ANDIC DYSTROXEREPTS","Inceptisols","Xerepts","Dystroxerepts","Andic Dystroxerepts","coarse-loamy",NA,"isotic",NA,NA,"mesic","bozeman, mt","WA","Washington","State or Territory",NA,1981,2013
1584,"CHUCKAWALLA","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, HYPERTHERMIC TYPIC CALCIARGIDS","Aridisols","Argids","Calciargids","Typic Calciargids","loamy-skeletal",NA,"mixed","superactive",NA,"hyperthermic","davis, ca","CA","California","State or Territory",NA,1971,2003
1585,"CHUCKLES","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC SODIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Sodic Haplocambids","fine-silty",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1980,1990,1998
1586,"CHUCKMILL","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW VITRIXERANDIC ARGIDURIDS","Aridisols","Durids","Argidurids","Vitrixerandic Argidurids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",2005,2006,2010
1587,"CHUCKRIDGE","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW XERIC ARGIDURIDS","Aridisols","Durids","Argidurids","Xeric Argidurids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1983,1985,2003
1588,"CHUCKRIVER","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, NONACID HISTIC LITHIC CRYAQUEPTS","Inceptisols","Aquepts","Cryaquepts","Histic Lithic Cryaquepts","loamy",NA,"mixed","superactive","nonacid",NA,"wasilla, AK","AK","Alaska","State or Territory",1986,1992,2002
29434,"CHUCKSNEY","Tentative",FALSE,FALSE,"MEDIAL, AMORPHIC PACHIC FULVICRYANDS","Andisols","Cryands","Fulvicryands","Pachic Fulvicryands","medial",NA,"amorphic",NA,NA,NA,"bozeman, mt","OR","Oregon","State or Territory",2017,NA,2024
1589,"CHUFFA","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC XERIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Xeric Haplocambids","fine-silty",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1993,2004,2004
28977,"CHUG","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID VITRANDIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Vitrandic Haploxerolls","fine-loamy",NA,"mixed","superactive",NA,"frigid","davis, ca","NV","Nevada","State or Territory",2015,2015,2016
1590,"CHUGACH","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED ANDIC HUMICRYODS","Spodosols","Cryods","Humicryods","Andic Humicryods","sandy-skeletal",NA,"mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2000,2001,2001
1591,"CHUGCITY","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WY","Wyoming","State or Territory",1987,1998,1998
1592,"CHUGCREEK","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID PACHIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Pachic Argiustolls","fine-loamy",NA,"mixed","superactive",NA,"frigid","bozeman, mt","WY","Wyoming","State or Territory",1986,1991,1999
1593,"CHUGTER","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC ARIDIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Aridic Haplustolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","MT","Montana","State or Territory",NA,1970,1998
1594,"CHUICHU","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, HYPERTHERMIC, SHALLOW TYPIC HAPLARGIDS","Aridisols","Argids","Haplargids","Typic Haplargids","loamy-skeletal",NA,"mixed","superactive",NA,"hyperthermic","davis, ca","AZ","Arizona","State or Territory",1992,1993,2003
1595,"CHUIT","Established",FALSE,FALSE,"MEDIAL OVER LOAMY, MIXED, SUPERACTIVE ANDIC HUMICRYODS","Spodosols","Cryods","Humicryods","Andic Humicryods","medial over loamy",NA,"mixed","superactive",NA,NA,"wasilla, AK","AK","Alaska","State or Territory",NA,1986,2002
1596,"CHULA","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MO","Missouri","State or Territory",NA,NA,1987
1597,"CHULITNA","Established",FALSE,FALSE,"MEDIAL OVER SANDY OR SANDY-SKELETAL, AMORPHIC OVER MIXED ANDIC HAPLOCRYODS","Spodosols","Cryods","Haplocryods","Andic Haplocryods","medial over sandy or sandy-skeletal",NA,"amorphic over mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",NA,2005,2004
1598,"CHULOAK","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Typic Argixerolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1986,1990,2003
1599,"CHUMALL","Inactive",FALSE,TRUE,"FINE-SILTY, MIXED, CALCAREOUS, MESIC TYPIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Typic Torriorthents","fine-silty",NA,"mixed",NA,"calcareous","mesic","davis, ca","NV","Nevada","State or Territory",1983,1986,1998
1600,"CHUMASH","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, NONACID, THERMIC, SHALLOW TYPIC XERORTHENTS","Entisols","Orthents","Xerorthents","Typic Xerorthents","loamy",NA,"mixed","superactive","nonacid","thermic","davis, ca","CA","California","State or Territory",1998,2001,2001
1601,"CHUMMY","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, NONACID, FRIGID TYPIC HUMAQUEPTS","Inceptisols","Aquepts","Humaquepts","Typic Humaquepts","fine-loamy",NA,"mixed","active","nonacid","frigid","davis, ca","CA","California","State or Territory",NA,1961,2004
1602,"CHUMSTICK","Established",FALSE,FALSE,"LOAMY-SKELETAL, ISOTIC, FRIGID LITHIC ULTIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Lithic Ultic Haploxerolls","loamy-skeletal",NA,"isotic",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",NA,1971,2005
1603,"CHUNILNA","Established",FALSE,FALSE,"MEDIAL OVER LOAMY-SKELETAL, AMORPHIC OVER MIXED, SUPERACTIVE, ACID TYPIC CRYAQUANDS","Andisols","Aquands","Cryaquands","Typic Cryaquands","medial over loamy-skeletal",NA,"amorphic over mixed","superactive","acid",NA,"wasilla, AK","AK","Alaska","State or Territory",1989,1995,2004
1604,"CHUNKMONK","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC LITHIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Lithic Haplustalfs","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",1997,2001,2006
1605,"CHUPADERA","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",1962,1965,2006
125,"CHUPE","Established",FALSE,FALSE,"SANDY, MIXED, MESIC USTIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Ustic Torrifluvents","sandy",NA,"mixed",NA,NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",1996,2008,2008
1606,"CHURCH","Established",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, MESIC USTIC AQUICAMBIDS","Aridisols","Cambids","Aquicambids","Ustic Aquicambids","fine",NA,"mixed","superactive",NA,"mesic","temple, tx","NM","New Mexico","State or Territory",NA,1939,2006
1607,"CHURCH SPRINGS","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, FRIGID TYPIC CALCIXEROLLS","Mollisols","Xerolls","Calcixerolls","Typic Calcixerolls","fine-silty",NA,"mixed","superactive",NA,"frigid","davis, ca","UT","Utah","State or Territory",1995,1995,1998
1608,"CHURCHILL","Established",FALSE,TRUE,"FINE, SMECTITIC, MESIC VERTIC NATRARGIDS","Aridisols","Argids","Natrargids","Vertic Natrargids","fine",NA,"smectitic",NA,NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1909,2004
1609,"CHURCHTOWN","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC MOLLIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Mollic Hapludalfs","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","IA","Iowa","State or Territory",1989,1992,2007
1610,"CHURCHVILLE","Established",FALSE,TRUE,"FINE, ILLITIC, MESIC AERIC ENDOAQUALFS","Alfisols","Aqualfs","Endoaqualfs","Aeric Endoaqualfs","fine",NA,"illitic",NA,NA,"mesic","morgantown, wv","NY","New York","State or Territory",NA,1969,2011
1611,"CHURIPA","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW ARGIDURIDIC DURUSTOLLS","Mollisols","Ustolls","Durustolls","Argiduridic Durustolls","loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",2000,2008,2008
1612,"CHURN","Tentative",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC ULTIC HAPLOXERALFS","Alfisols","Xeralfs","Haploxeralfs","Ultic Haploxeralfs","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1966,NA,2003
1613,"CHURNABOG","Tentative",FALSE,FALSE,"VERY-FINE, SMECTITIC, HYPERTHERMIC TYPIC EPIAQUERTS","Vertisols","Aquerts","Epiaquerts","Typic Epiaquerts","very-fine",NA,"smectitic",NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",2006,NA,2007
1614,"CHURUBUSCO","Established",FALSE,FALSE,"DYSIC, FRIGID LITHIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Lithic Haplosaprists",NA,NA,NA,NA,"dysic","frigid","morgantown, wv","NY","New York","State or Territory",1992,1995,2003
1615,"CHUSKA","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW XERIC ARGIDURIDS","Aridisols","Durids","Argidurids","Xeric Argidurids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","ID","Idaho","State or Territory",1980,1986,2002
1616,"CHUTE","Established",FALSE,FALSE,"MIXED, MESIC TYPIC UDIPSAMMENTS","Entisols","Psamments","Udipsamments","Typic Udipsamments",NA,NA,"mixed",NA,NA,"mesic","salina, ks","IL","Illinois","State or Territory",NA,1949,2022
1617,"CHUTUM","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",1992,1993,2000
29524,"CHUU","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE AQUIC CUMULIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Aquic Cumulic Haplocryolls","coarse-loamy",NA,"mixed","superactive",NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2018,2024,2025
1618,"CHUZZIE","Established",FALSE,FALSE,"LOAMY-SKELETAL OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, THERMIC PACHIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Pachic Haplustolls","loamy-skeletal over sandy or sandy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","NM","New Mexico","State or Territory",1999,2001,2001
1619,"CIALES","Established",FALSE,FALSE,"FINE-LOAMY, ISOTIC, ACID, ISOTHERMIC HISTIC HUMAQUEPTS","Inceptisols","Aquepts","Humaquepts","Histic Humaquepts","fine-loamy",NA,"isotic",NA,"acid","isothermic","auburn, al","PR","Puerto Rico","State or Territory",NA,1942,2001
1620,"CIALITOS","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR","Puerto Rico","State or Territory",NA,NA,1987
30268,"CIANCIO","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC ARIDIC HAPLUSTEPTS","Inceptisols","Ustepts","Haplustepts","Aridic Haplustepts","coarse-loamy",NA,"mixed","superactive",NA,"mesic",NA,"CO","Colorado","State or Territory",2024,2025,2026
1621,"CIBEQUE","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC ARIDIC CALCIUSTEPTS","Inceptisols","Ustepts","Calciustepts","Aridic Calciustepts","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","AZ","Arizona","State or Territory",NA,1966,2001
1622,"CIBO","Established",FALSE,TRUE,"FINE, SMECTITIC, THERMIC ARIDIC HAPLOXERERTS","Vertisols","Xererts","Haploxererts","Aridic Haploxererts","fine",NA,"smectitic",NA,NA,"thermic","davis, ca","CA","California","State or Territory",NA,1973,1997
1623,"CIBOLA","Established",FALSE,TRUE,"FINE-SILTY OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, CALCAREOUS, HYPERTHERMIC TYPIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","fine-silty over sandy or sandy-skeletal",NA,"mixed","superactive","calcareous","hyperthermic","davis, ca","CA","California","State or Territory",NA,1971,2003
1624,"CICERO","Inactive",FALSE,FALSE,"FINE, ILLITIC, MESIC AERIC OCHRAQUALFS","Alfisols","Aqualfs","Ochraqualfs","Aeric Ochraqualfs","fine",NA,"illitic",NA,NA,"mesic",NA,"NY","New York","State or Territory",NA,NA,1987
1625,"CID","Established",FALSE,FALSE,"FINE, MIXED, SEMIACTIVE, THERMIC AQUIC HAPLUDULTS","Ultisols","Udults","Hapludults","Aquic Hapludults","fine",NA,"mixed","semiactive",NA,"thermic","auburn, al","NC","North Carolina","State or Territory",NA,1985,1997
